_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
570,470,2014,D11,089,Runnymede-Bloor West Village (89),Female,65+,Adult,Crimes Against Property,Other,1
571,471,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Crimes Against the Person,Assaults,1
572,472,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Crimes Against the Person,Robbery,5
573,473,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Other Criminal Code Violations,Other,3
574,474,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Crimes Against Property,Theft Under $5000,2
575,475,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Crimes Against Property,Other,4
576,476,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Controlled Drugs and Substances Act,Other,2
577,477,2014,D11,089,Runnymede-Bloor West Village (89),Male,<18,Youth,Total Arrests,Total Arrests,13
578,478,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Total Arrests,Total Arrests,8
579,479,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Crimes Against Property,Fraud,2
580,480,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Crimes Against the Person,Other,1
581,481,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
582,482,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Other Criminal Code Violations,Other,1
583,483,2014,D11,089,Runnymede-Bloor West Village (89),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,4
584,484,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,4
585,485,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,3
586,486,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Other Criminal Code Violations,Other,7
587,487,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Crimes Against Property,Other,2
588,488,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
589,489,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Crimes Against the Person,Assaults,2
590,490,2014,D11,089,Runnymede-Bloor West Village (89),Male,25 to 34,Adult,Total Arrests,Total Arrests,14
591,491,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
592,492,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against Property,Other,1
593,493,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Criminal Code Traffic,Fail to Remain,1
594,494,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,2
595,495,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,4
596,496,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against Property,Fraud,1
597,497,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Disqualified,1
598,498,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
599,499,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Other Criminal Code Violations,Other,10
600,500,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
601,651,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Crimes Against the Person,Assaults,4
602,652,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Total Arrests,Total Arrests,23
603,653,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Other Criminal Code Violations,Other,13
604,654,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
605,655,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,2
606,656,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
607,657,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Crimes Against Property,Other,3
608,658,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Crimes Against the Person,Other,3
609,659,2014,D11,091,Weston-Pelham Park (91),Male,25 to 34,Adult,Crimes Against the Person,Assaults,4
610,660,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
611,661,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Total Arrests,Total Arrests,24
612,662,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
613,663,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Other Criminal Code Violations,Other,13
614,664,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
615,665,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
616,666,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Crimes Against the Person,Assaults,7
617,667,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Crimes Against Property,Other,4
618,668,2014,D11,091,Weston-Pelham Park (91),Male,35 to 44,Adult,Crimes Against the Person,Other,2
619,669,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Total Arrests,Total Arrests,23
620,670,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
621,671,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
622,672,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
623,673,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Crimes Against the Person,Other,5
624,674,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Crimes Against the Person,Assaults,13
625,675,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
626,676,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
627,677,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Other Criminal Code Violations,Other,10
628,678,2014,D11,091,Weston-Pelham Park (91),Male,45 to 54,Adult,Crimes Against Property,Other,5
629,679,2014,D11,091,Weston-Pelham Park (91),Male,55 to 64,Adult,Crimes Against the Person,Assaults,6
630,680,2014,D11,091,Weston-Pelham Park (91),Male,55 to 64,Adult,Total Arrests,Total Arrests,9
631,681,2014,D11,091,Weston-Pelham Park (91),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
632,682,2014,D11,091,Weston-Pelham Park (91),Male,55 to 64,Adult,Crimes Against the Person,Other,2
633,683,2014,D11,091,Weston-Pelham Park (91),Male,55 to 64,Adult,Other Criminal Code Violations,Other,6
634,684,2014,D11,091,Weston-Pelham Park (91),Male,65+,Adult,Crimes Against the Person,Assaults,2
635,685,2014,D11,091,Weston-Pelham Park (91),Male,65+,Adult,Total Arrests,Total Arrests,2
636,686,2014,D11,111,Rockcliffe-Smythe (111),Female,<18,Youth,Crimes Against Property,Theft Under $5000,3
637,687,2014,D11,111,Rockcliffe-Smythe (111),Female,<18,Youth,Total Arrests,Total Arrests,3
638,688,2014,D11,111,Rockcliffe-Smythe (111),Female,18 to 24,Adult,Total Arrests,Total Arrests,3
639,689,2014,D11,111,Rockcliffe-Smythe (111),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
640,690,2014,D11,111,Rockcliffe-Smythe (111),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,3
641,691,2014,D11,111,Rockcliffe-Smythe (111),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
642,692,2014,D11,111,Rockcliffe-Smythe (111),Female,25 to 34,Adult,Crimes Against Property,Other,1
643,693,2014,D11,111,Rockcliffe-Smythe (111),Female,25 to 34,Adult,Total Arrests,Total Arrests,11
644,694,2014,D11,111,Rockcliffe-Smythe (111),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
645,695,2014,D11,111,Rockcliffe-Smythe (111),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,10
646,696,2014,D11,111,Rockcliffe-Smythe (111),Female,35 to 44,Adult,Total Arrests,Total Arrests,6
647,697,2014,D11,111,Rockcliffe-Smythe (111),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,6
648,698,2014,D11,111,Rockcliffe-Smythe (111),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
649,699,2014,D11,111,Rockcliffe-Smythe (111),Female,35 to 44,Adult,Crimes Against Property,Other,2
650,700,2014,D11,111,Rockcliffe-Smythe (111),Female,35 to 44,Adult,Other Criminal Code Violations,Other,2
651,701,2014,D11,111,Rockcliffe-Smythe (111),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
652,702,2014,D11,111,Rockcliffe-Smythe (111),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
653,703,2014,D11,111,Rockcliffe-Smythe (111),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
654,704,2014,D11,111,Rockcliffe-Smythe (111),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,3
655,705,2014,D11,111,Rockcliffe-Smythe (111),Female,55 to 64,Adult,Total Arrests,Total Arrests,3
656,706,2014,D11,111,Rockcliffe-Smythe (111),Male,<18,Youth,Total Arrests,Total Arrests,4
657,707,2014,D11,111,Rockcliffe-Smythe (111),Male,<18,Youth,Crimes Against Property,Theft Under $5000,4
658,708,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Crimes Against the Person,Robbery,2
659,709,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
660,710,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
661,711,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,3
662,712,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
663,713,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Other Criminal Code Violations,Other,3
664,714,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Total Arrests,Total Arrests,7
665,715,2014,D11,111,Rockcliffe-Smythe (111),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,3
666,716,2014,D11,111,Rockcliffe-Smythe (111),Male,25 to 34,Adult,Crimes Against Property,Other,1
667,717,2014,D11,111,Rockcliffe-Smythe (111),Male,25 to 34,Adult,Total Arrests,Total Arrests,4
668,718,2014,D11,111,Rockcliffe-Smythe (111),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,4
669,719,2014,D11,111,Rockcliffe-Smythe (111),Male,35 to 44,Adult,Total Arrests,Total Arrests,6
670,720,2014,D11,111,Rockcliffe-Smythe (111),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
671,721,2014,D11,111,Rockcliffe-Smythe (111),Male,35 to 44,Adult,Other Criminal Code Violations,Other,2
672,722,2014,D11,111,Rockcliffe-Smythe (111),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,4
673,723,2014,D11,111,Rockcliffe-Smythe (111),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
674,724,2014,D11,111,Rockcliffe-Smythe (111),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,6
675,725,2014,D11,111,Rockcliffe-Smythe (111),Male,45 to 54,Adult,Crimes Against Property,Other,1
676,726,2014,D11,111,Rockcliffe-Smythe (111),Male,45 to 54,Adult,Other Criminal Code Violations,Other,3
677,727,2014,D11,111,Rockcliffe-Smythe (111),Male,45 to 54,Adult,Total Arrests,Total Arrests,8
678,728,2014,D11,111,Rockcliffe-Smythe (111),Male,55 to 64,Adult,Total Arrests,Total Arrests,4
679,729,2014,D11,111,Rockcliffe-Smythe (111),Male,55 to 64,Adult,Crimes Against Property,Other,1
680,730,2014,D11,111,Rockcliffe-Smythe (111),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
681,731,2014,D11,111,Rockcliffe-Smythe (111),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,4
682,732,2014,D11,111,Rockcliffe-Smythe (111),Male,65+,Adult,Total Arrests,Total Arrests,2
683,733,2014,D11,111,Rockcliffe-Smythe (111),Male,65+,Adult,Crimes Against Property,Theft Under $5000,2
684,734,2014,D11,114,Lambton Baby Point (114),Female,<18,Youth,Total Arrests,Total Arrests,1
685,735,2014,D11,114,Lambton Baby Point (114),Female,<18,Youth,Other Criminal Code Violations,Other,1
686,736,2014,D11,114,Lambton Baby Point (114),Female,18 to 24,Adult,Other Criminal Code Violations,Other,3
687,737,2014,D11,114,Lambton Baby Point (114),Female,18 to 24,Adult,Total Arrests,Total Arrests,5
688,738,2014,D11,114,Lambton Baby Point (114),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
689,739,2014,D11,114,Lambton Baby Point (114),Female,25 to 34,Adult,Crimes Against the Person,Robbery,1
690,740,2014,D11,114,Lambton Baby Point (114),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
691,741,2014,D11,114,Lambton Baby Point (114),Female,25 to 34,Adult,Total Arrests,Total Arrests,4
692,742,2014,D11,114,Lambton Baby Point (114),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
693,743,2014,D11,114,Lambton Baby Point (114),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
694,744,2014,D11,114,Lambton Baby Point (114),Female,45 to 54,Adult,Crimes Against Property,Other,2
695,745,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
696,746,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Crimes Against the Person,Assaults,1
697,747,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Controlled Drugs and Substances Act,Other,3
698,748,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Crimes Against the Person,Robbery,1
699,749,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Other Criminal Code Violations,Other,2
700,750,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Total Arrests,Total Arrests,7
701,751,2014,D11,114,Lambton Baby Point (114),Male,<18,Youth,Crimes Against the Person,Other,1
702,752,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
703,753,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Crimes Against the Person,Assaults,1
704,754,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
705,755,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Total Arrests,Total Arrests,5
706,756,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
707,757,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Crimes Against Property,Other,2
708,758,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,3
709,759,2014,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Other Criminal Code Violations,Other,3
710,760,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Total Arrests,Total Arrests,14
711,761,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
712,762,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Crimes Against the Person,Assaults,10
713,763,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Other Criminal Code Violations,Other,5
714,764,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Crimes Against the Person,Other,4
715,765,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
716,766,2014,D11,114,Lambton Baby Point (114),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
717,767,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Crimes Against the Person,Other,2
718,768,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Crimes Against Property,Other,1
719,769,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Total Arrests,Total Arrests,7
720,770,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Crimes Against the Person,Assaults,5
721,771,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Other Criminal Code Violations,Other,1
722,772,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Crimes Against the Person,Robbery,1
723,773,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
724,774,2014,D11,114,Lambton Baby Point (114),Male,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
725,775,2014,D11,114,Lambton Baby Point (114),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
726,776,2014,D11,114,Lambton Baby Point (114),Male,45 to 54,Adult,Crimes Against the Person,Assaults,1
727,777,2014,D11,114,Lambton Baby Point (114),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
728,778,2014,D11,114,Lambton Baby Point (114),Male,45 to 54,Adult,Crimes Against the Person,Other,1
729,779,2014,D11,114,Lambton Baby Point (114),Male,45 to 54,Adult,Total Arrests,Total Arrests,2
730,780,2014,D11,114,Lambton Baby Point (114),Male,55 to 64,Adult,Total Arrests,Total Arrests,1
731,781,2014,D11,114,Lambton Baby Point (114),Male,55 to 64,Adult,Crimes Against Property,Other,1
732,782,2014,D11,114,Lambton Baby Point (114),Male,55 to 64,Adult,Crimes Against the Person,Other,1
733,783,2014,D11,114,Lambton Baby Point (114),Male,65+,Adult,Total Arrests,Total Arrests,1
734,784,2014,D11,114,Lambton Baby Point (114),Male,65+,Adult,Crimes Against the Person,Assaults,1
735,785,2014,D11,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
736,786,2014,D11,159,Etobicoke City Centre (159),Male,35 to 44,Adult,Total Arrests,Total Arrests,1
737,787,2014,D11,170,Yonge-Bay Corridor (170),Male,25 to 34,Adult,Other Criminal Code Violations,Other,1
738,788,2014,D11,170,Yonge-Bay Corridor (170),Male,25 to 34,Adult,Total Arrests,Total Arrests,1
739,789,2014,D11,171,Junction-Wallace Emerson (171),Female,<18,Youth,Total Arrests,Total Arrests,1
740,790,2014,D11,171,Junction-Wallace Emerson (171),Female,<18,Youth,Controlled Drugs and Substances Act,Other,1
741,791,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Total Arrests,Total Arrests,6
742,792,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Crimes Against the Person,Other,1
743,793,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Crimes Against Property,Other,1
744,794,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Other Criminal Code Violations,Other,3
745,795,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
746,796,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
747,797,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
748,798,2014,D11,171,Junction-Wallace Emerson (171),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
749,799,2014,D11,171,Junction-Wallace Emerson (171),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,3
750,800,2014,D11,171,Junction-Wallace Emerson (171),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
751,501,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
752,502,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Total Arrests,Total Arrests,17
753,503,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
754,504,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against the Person,Other,1
755,505,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Criminal Code Traffic,Dangerous Driving,1
756,506,2014,D11,089,Runnymede-Bloor West Village (89),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
757,507,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against the Person,Assaults,5
758,508,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Other Criminal Code Violations,Other,5
759,509,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
760,510,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against Property,Fraud,2
761,511,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against Property,Other,1
762,512,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,3
763,513,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
764,514,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Total Arrests,Total Arrests,14
765,515,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,5
766,516,2014,D11,089,Runnymede-Bloor West Village (89),Male,45 to 54,Adult,Crimes Against the Person,Robbery,2
767,517,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Crimes Against the Person,Other,1
768,518,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Other Criminal Code Violations,Other,2
769,519,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Total Arrests,Total Arrests,6
770,520,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
771,521,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,2
772,522,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Crimes Against the Person,Assaults,2
773,523,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Crimes Against Property,Other,2
774,524,2014,D11,089,Runnymede-Bloor West Village (89),Male,55 to 64,Adult,Crimes Against Property,Fraud,1
775,525,2014,D11,089,Runnymede-Bloor West Village (89),Male,65+,Adult,Other Criminal Code Violations,Other,1
776,526,2014,D11,089,Runnymede-Bloor West Village (89),Male,65+,Adult,Total Arrests,Total Arrests,2
777,527,2014,D11,089,Runnymede-Bloor West Village (89),Male,65+,Adult,Crimes Against Property,Theft Under $5000,1
778,528,2014,D11,090,Junction Area (90),Female,<18,Youth,Controlled Drugs and Substances Act,Other,1
779,529,2014,D11,090,Junction Area (90),Female,<18,Youth,Total Arrests,Total Arrests,1
780,530,2014,D11,090,Junction Area (90),Female,<18,Youth,Crimes Against Property,Other,1
781,531,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Crimes Against Property,Other,1
782,532,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Other Criminal Code Violations,Other,3
783,533,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
784,534,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Total Arrests,Total Arrests,9
785,535,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Crimes Against the Person,Assaults,5
786,536,2014,D11,090,Junction Area (90),Female,18 to 24,Adult,Crimes Against Property,Fraud,2
787,537,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
788,538,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
789,539,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Crimes Against the Person,Other,1
790,540,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Total Arrests,Total Arrests,5
791,541,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
792,542,2014,D11,090,Junction Area (90),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
793,543,2014,D11,090,Junction Area (90),Female,35 to 44,Adult,Total Arrests,Total Arrests,6
794,544,2014,D11,090,Junction Area (90),Female,35 to 44,Adult,Crimes Against the Person,Other,1
795,545,2014,D11,090,Junction Area (90),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
796,546,2014,D11,090,Junction Area (90),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
797,547,2014,D11,090,Junction Area (90),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
798,548,2014,D11,090,Junction Area (90),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
799,549,2014,D11,090,Junction Area (90),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,3
800,550,2014,D11,090,Junction Area (90),Female,45 to 54,Adult,Total Arrests,Total Arrests,5
801,1001,2014,D12,028,Rustic (28),Female,<18,Youth,Total Arrests,Total Arrests,1
802,1002,2014,D12,028,Rustic (28),Female,18 to 24,Adult,Crimes Against Property,Other,1
803,1003,2014,D12,028,Rustic (28),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
804,1004,2014,D12,028,Rustic (28),Female,18 to 24,Adult,Total Arrests,Total Arrests,4
805,1005,2014,D12,028,Rustic (28),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
806,1006,2014,D12,028,Rustic (28),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
807,1007,2014,D12,028,Rustic (28),Female,25 to 34,Adult,Other Criminal Code Violations,Other,5
808,1008,2014,D12,028,Rustic (28),Female,25 to 34,Adult,Total Arrests,Total Arrests,5
809,1009,2014,D12,028,Rustic (28),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
810,1010,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
811,1011,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Criminal Code Traffic,Dangerous Driving,1
812,1012,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Crimes Against Property,Fraud,1
813,901,2014,D11,172,Dovercourt Village (172),Male,<18,Youth,Other Criminal Code Violations,Other,2
814,1013,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
815,1014,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Crimes Against Property,Other,1
816,1015,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Crimes Against the Person,Other,1
817,1016,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
818,1017,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Total Arrests,Total Arrests,6
